         7200.0    0.4133E+05
        14400.0    0.4133E+05
        21600.0    0.4133E+05
        28800.0    0.4133E+05
        36000.0    0.4133E+05
        43200.0    0.4133E+05
        50400.0    0.4133E+05
        57600.0    0.4133E+05
        64800.0    0.4133E+05
        72000.0    0.4133E+05
        79200.0    0.4133E+05
        86400.0    0.4133E+05
        93600.0    0.4133E+05
       100800.0    0.4133E+05
       108000.0    0.4133E+05
       115200.0    0.4133E+05
       122400.0    0.4133E+05
       129600.0    0.4133E+05
       136800.0    0.4133E+05
       144000.0    0.4133E+05
       151200.0    0.4133E+05
       158400.0    0.4133E+05
       165600.0    0.4133E+05
       172800.0    0.4133E+05
       180000.0    0.4133E+05
       187200.0    0.4133E+05
       194400.0    0.4133E+05
       201600.0    0.4133E+05
       208800.0    0.4133E+05
       216000.0    0.4133E+05
       223200.0    0.4133E+05
       230400.0    0.4133E+05
       237600.0    0.4133E+05
       244800.0    0.4133E+05
       252000.0    0.4133E+05
       259200.0    0.4133E+05
       266400.0    0.4133E+05
       273600.0    0.4133E+05
       280800.0    0.4133E+05
       288000.0    0.4133E+05
       295200.0    0.4133E+05
       302400.0    0.4133E+05
       309600.0    0.4133E+05
       316800.0    0.4133E+05
       324000.0    0.4133E+05
       331200.0    0.4133E+05
       338400.0    0.4133E+05
       345600.0    0.4133E+05
       352800.0    0.4133E+05
       360000.0    0.4133E+05
       367200.0    0.4133E+05
       374400.0    0.4133E+05
       381600.0    0.4133E+05
       388800.0    0.4133E+05
       396000.0    0.4133E+05
       403200.0    0.4133E+05
       410400.0    0.4133E+05
       417600.0    0.4133E+05
       424800.0    0.4133E+05
       432000.0    0.4133E+05
       439200.0    0.4133E+05
       446400.0    0.4133E+05
       453600.0    0.4133E+05
       460800.0    0.4133E+05
       468000.0    0.4133E+05
       475200.0    0.4133E+05
       482400.0    0.4133E+05
       489600.0    0.4133E+05
       496800.0    0.4133E+05
       504000.0    0.4133E+05
       511200.0    0.4133E+05
       518400.0    0.4133E+05
       525600.0    0.4133E+05
       532800.0    0.4133E+05
       540000.0    0.4133E+05
       547200.0    0.4133E+05
       554400.0    0.4133E+05
       561600.0    0.4133E+05
       568800.0    0.4133E+05
       576000.0    0.4133E+05
       583200.0    0.4133E+05
       590400.0    0.4133E+05
       597600.0    0.4133E+05
       604800.0    0.4133E+05
       612000.0    0.4133E+05
       619200.0    0.4133E+05
       626400.0    0.4133E+05
       633600.0    0.4133E+05
       640800.0    0.4133E+05
       648000.0    0.4133E+05
       655200.0    0.4133E+05
       662400.0    0.4133E+05
       669600.0    0.4133E+05
       676800.0    0.4133E+05
       684000.0    0.4133E+05
       691200.0    0.4133E+05
       698400.0    0.4133E+05
       705600.0    0.4133E+05
       712800.0    0.4133E+05
       720000.0    0.4133E+05
       727200.0    0.4133E+05
       734400.0    0.4133E+05
       741600.0    0.4133E+05
       748800.0    0.4133E+05
       756000.0    0.4133E+05
       763200.0    0.4133E+05
       770400.0    0.4133E+05
       777600.0    0.4133E+05
       784800.0    0.4133E+05
       792000.0    0.4133E+05
       799200.0    0.4133E+05
       806400.0    0.4133E+05
       813600.0    0.4133E+05
       820800.0    0.4133E+05
       828000.0    0.4133E+05
       835200.0    0.4133E+05
       842400.0    0.4133E+05
       849600.0    0.4133E+05
       856800.0    0.4133E+05
       864000.0    0.4133E+05
