27622								
0	4.96969697	1008.166667	0	0.315151515	0.561818182	4.24E-06	1.92150541	-1.075801313
10800	4.233333333	1008.006061	0	0.276515152	0.558181818	0.00E+00	2.733675839	-0.853166506
21600	3.681818182	1009.072727	0	0.288636364	0.551515152	0.00E+00	2.259410727	-0.967611781
32400	6.448484848	1009.530303	323.2323232	0.31969697	0.443030303	4.24E-06	2.917466465	-1.289074996
43200	8.960606061	1007.084848	402.2727273	0.337878788	0.355151515	0.00E+00	1.848870409	-1.418034351
54000	8.703030303	1007.487879	109.5959596	0.334848485	0.354848485	0.00E+00	1.194461277	-0.684413187
64800	6.872727273	1008.681818	0	0.368181818	0.428787879	0.00E+00	1.54342683	-0.949671396
75600	6.033333333	1008.675758	0	0.416414141	0.480909091	0.00E+00	1.852860658	-1.117968744
86400	4.748484848	1008.466667	0	0.338383838	0.512121212	0.00E+00	2.071789106	-0.921383613
97200	3.427272727	1008.706061	3.151515152	0.270454545	0.554545455	0.00E+00	2.290717554	-0.724798482
108000	3.272727273	1009.306061	0.252525253	0.342424242	0.574848485	0.00E+00	1.461561592	-0.987060037
118800	7.245454545	1009.642424	327.020202	0.301515152	0.432727273	0	0.632405629	-1.249321592
129600	9.442424242	1007.018182	428.030303	0.308333333	0.393030303	4.24E-06	0.873301011	-1.458897014
140400	8.833333333	1007.339394	96.71717172	0.331060606	0.451818182	8.48E-06	1.114196392	-1.668472435
151200	7.475757576	1008.675758	0	0.243181818	0.493333333	0.00E+00	1.298621347	-1.038423317
162000	6.172727273	1009.463636	0	0.262247475	0.526666667	0.00E+00	2.469087254	-0.416108917
172800	4.560606061	1009.50303	0	0.244444444	0.574545455	0.00E+00	1.565619713	-0.786342549
183600	4.154545455	1009.445455	0	0.253409091	0.571818182	0.00E+00	1.662994318	-0.97007052
194400	3.578787879	1010.248485	0	0.304545455	0.584242424	0.00E+00	1.279692715	-0.675629221
205200	7.166666667	1010.660606	338.6363636	0.318939394	0.479090909	0.00E+00	1.490728462	-0.877862217
216000	9.766666667	1007.984848	422.7272727	0.361363636	0.427575758	0.00E+00	0.793351878	-1.340333304
